target_num,target_is_prime,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
57018,False,>10x11x1101x10001x101011.,"[2, 3, 13, 17, 43]",>10x110111101011101,0,-1.5407880544662476,5,"[2, 28509]",2,57018.0,True,False,1.0,0.5
57018,False,>10x11x1101x10001x101011.,"[2, 3, 13, 17, 43]",>10x11x10010100011111,1,-2.5462706089019775,5,"[2, 3, 9503]",3,57018.0,True,False,2.0,0.6666666666666666
57023,False,>1111111x111000001.,"[127, 449]",>1101111010111111,0,-1.597480297088623,2,[57023],1,57023.0,True,False,0.0,0.0
57023,False,>1111111x111000001.,"[127, 449]",>11x100101000111101,1,-2.6707355976104736,2,"[3, 19005]",2,57015.0,False,False,1.0,0.5
57026,False,>10x110111101100001.,"[2, 28513]",>10x110111101100001,0,-1.576158881187439,2,"[2, 28513]",2,57026.0,True,True,2.0,1.0
57026,False,>10x110111101100001.,"[2, 28513]",>10x11x10010100100011,1,-2.538670063018799,2,"[2, 3, 9507]",3,57042.0,False,False,2.0,0.6666666666666666
57027,False,>11x100101001000001.,"[3, 19009]",>1101111011000011,0,-1.6455415487289429,2,[57027],1,57027.0,True,False,0.0,0.0
57027,False,>11x100101001000001.,"[3, 19009]",>11x100101001000001,1,-2.6977412700653076,2,"[3, 19009]",2,57027.0,True,True,2.0,1.0
57030,False,>10x11x101x11101101101.,"[2, 3, 5, 1901]",>10x110111101100011,0,-1.559963583946228,4,"[2, 28515]",2,57030.0,True,False,1.0,0.5
57030,False,>10x11x101x11101101101.,"[2, 3, 5, 1901]",>10x11x10010100100001,1,-2.5405609607696533,4,"[2, 3, 9505]",3,57030.0,True,False,2.0,0.6666666666666666
57037,True,>1101111011001101.,[57037],>1101111011001101,0,-1.6378566026687622,1,[57037],1,57037.0,True,True,1.0,1.0
57037,True,>1101111011001101.,[57037],>11x100101001000111,1,-2.6891934871673584,1,"[3, 19015]",2,57045.0,False,False,1.0,0.5
57042,False,>10x11x11x110001100001.,"[2, 3, 3, 3169]",>10x110111101101001,0,-1.5646991729736328,4,"[2, 28521]",2,57042.0,True,False,1.0,0.5
57042,False,>10x11x11x110001100001.,"[2, 3, 3, 3169]",>10x11x10010100100011,1,-2.5364432334899902,4,"[2, 3, 9507]",3,57042.0,True,False,2.0,0.6666666666666666
57046,False,>10x1011x101000100001.,"[2, 11, 2593]",>10x110111101101011,0,-1.542942762374878,3,"[2, 28523]",2,57046.0,True,False,1.0,0.5
57046,False,>10x1011x101000100001.,"[2, 11, 2593]",>10x11x10010100100001,1,-2.5358216762542725,3,"[2, 3, 9505]",3,57030.0,False,False,2.0,0.6666666666666666
57049,False,>1011001x1010000001.,"[89, 641]",>1101111011011001,0,-1.6383508443832397,2,[57049],1,57049.0,True,False,0.0,0.0
57049,False,>1011001x1010000001.,"[89, 641]",>11x100101001001011,1,-2.680959939956665,2,"[3, 19019]",2,57057.0,False,False,1.0,0.5
57056,False,>10x10x10x10x10x11011110111.,"[2, 2, 2, 2, 2, 1783]",>10x10x10x10x10x11011110111,0,-1.3509926795959473,6,"[2, 2, 2, 2, 2, 1783]",6,57056.0,True,True,6.0,1.0
57056,False,>10x10x10x10x10x11011110111.,"[2, 2, 2, 2, 2, 1783]",>10x10x10x10x10x11x1001010001,1,-2.3361380100250244,6,"[2, 2, 2, 2, 2, 3, 593]",7,56928.0,False,False,7.0,1.0
57064,False,>10x10x10x111x1111111011.,"[2, 2, 2, 7, 1019]",>10x10x10x1101111011101,0,-1.4398351907730103,5,"[2, 2, 2, 7133]",4,57064.0,True,False,3.0,0.75
57064,False,>10x10x10x111x1111111011.,"[2, 2, 2, 7, 1019]",>10x10x10x11x100101001011,1,-2.7131991386413574,5,"[2, 2, 2, 3, 2379]",5,57096.0,False,False,4.0,0.8
57071,False,>111x11111x100000111.,"[7, 31, 263]",>1101111011101111,0,-1.6195155382156372,3,[57071],1,57071.0,True,False,0.0,0.0
57071,False,>111x11111x100000111.,"[7, 31, 263]",>11x100101001001101,1,-2.6972358226776123,3,"[3, 19021]",2,57063.0,False,False,1.0,0.5
57074,False,>10x110111101111001.,"[2, 28537]",>10x110111101111001,0,-1.5534731149673462,2,"[2, 28537]",2,57074.0,True,True,2.0,1.0
57074,False,>10x110111101111001.,"[2, 28537]",>10x11x10010100101011,1,-2.5089032649993896,2,"[2, 3, 9515]",3,57090.0,False,False,2.0,0.6666666666666666
57075,False,>11x101x101x1011111001.,"[3, 5, 5, 761]",>1101111011110011,0,-1.6312512159347534,4,[57075],1,57075.0,True,False,0.0,0.0
57075,False,>11x101x101x1011111001.,"[3, 5, 5, 761]",>11x100101001010001,1,-2.662698745727539,4,"[3, 19025]",2,57075.0,True,False,1.0,0.5
57077,True,>1101111011110101.,[57077],>1101111011110101,0,-1.6275874376296997,1,[57077],1,57077.0,True,True,1.0,1.0
57077,True,>1101111011110101.,[57077],>11x100101001010111,1,-2.7106480598449707,1,"[3, 19031]",2,57093.0,False,False,2.0,1.0
57078,False,>10x11x11x11x111x10010111.,"[2, 3, 3, 3, 7, 151]",>10x110111101111011,0,-1.532193660736084,6,"[2, 28539]",2,57078.0,True,False,1.0,0.5
57078,False,>10x11x11x11x111x10010111.,"[2, 3, 3, 3, 7, 151]",>10x11x10010100101001,1,-2.5080177783966064,6,"[2, 3, 9513]",3,57078.0,True,False,2.0,0.6666666666666666
57083,False,>1101x1000100100111.,"[13, 4391]",>1101111011111011,0,-1.6038367748260498,2,[57083],1,57083.0,True,False,0.0,0.0
57083,False,>1101x1000100100111.,"[13, 4391]",>11x100101001010001,1,-2.651393175125122,2,"[3, 19025]",2,57075.0,False,False,1.0,0.5
57086,False,>10x10001x10111x1001001.,"[2, 17, 23, 73]",>10x110111101111111,0,-1.5224634408950806,4,"[2, 28543]",2,57086.0,True,False,1.0,0.5
57086,False,>10x10001x10111x1001001.,"[2, 17, 23, 73]",>10x11x10010100101001,1,-2.5883328914642334,4,"[2, 3, 9513]",3,57078.0,False,False,2.0,0.6666666666666666
57098,False,>10x110111110000101.,"[2, 28549]",>10x110111110000101,0,-1.5745337009429932,2,"[2, 28549]",2,57098.0,True,True,2.0,1.0
57098,False,>10x110111110000101.,"[2, 28549]",>10x11x10010100101111,1,-2.523162603378296,2,"[2, 3, 9519]",3,57114.0,False,False,2.0,0.6666666666666666
57100,False,>10x10x101x101x1000111011.,"[2, 2, 5, 5, 571]",>10x10x11011111000011,0,-1.5320929288864136,5,"[2, 2, 14275]",3,57100.0,True,False,2.0,0.6666666666666666
57100,False,>10x10x101x101x1000111011.,"[2, 2, 5, 5, 571]",>10x10x11x1001010010001,1,-2.7948992252349854,5,"[2, 2, 3, 4753]",4,57036.0,False,False,3.0,0.75
57104,False,>10x10x10x10x101011x1010011.,"[2, 2, 2, 2, 43, 83]",>10x10x10x10x110111110001,0,-1.4243643283843994,6,"[2, 2, 2, 2, 3569]",5,57104.0,True,False,4.0,0.8
57104,False,>10x10x10x10x101011x1010011.,"[2, 2, 2, 2, 43, 83]",>10x10x10x10x11x10010100011,1,-2.826956272125244,6,"[2, 2, 2, 2, 3, 1187]",6,56976.0,False,False,6.0,1.0
57110,False,>10x101x1011001001111.,"[2, 5, 5711]",>10x110111110001011,0,-1.5530400276184082,3,"[2, 28555]",2,57110.0,True,False,1.0,0.5
57110,False,>10x101x1011001001111.,"[2, 5, 5711]",>10x11x10010100101001,1,-2.564089775085449,3,"[2, 3, 9513]",3,57078.0,False,False,2.0,0.6666666666666666
57118,False,>10x110111110001111.,"[2, 28559]",>10x110111110001111,0,-1.5534813404083252,2,"[2, 28559]",2,57118.0,True,True,2.0,1.0
57118,False,>10x110111110001111.,"[2, 28559]",>10x11x10010100101101,1,-2.508338212966919,2,"[2, 3, 9517]",3,57102.0,False,False,2.0,0.6666666666666666
57126,False,>10x11x10010100110001.,"[2, 3, 9521]",>10x110111110010011,0,-1.5549259185791016,3,"[2, 28563]",2,57126.0,True,False,1.0,0.5
57126,False,>10x11x10010100110001.,"[2, 3, 9521]",>10x11x10010100110001,1,-2.5058906078338623,3,"[2, 3, 9521]",3,57126.0,True,True,3.0,1.0
57127,False,>111x1111111100001.,"[7, 8161]",>1101111100100111,0,-1.6470046043395996,2,[57127],1,57127.0,True,False,0.0,0.0
57127,False,>111x1111111100001.,"[7, 8161]",>11x100101001100101,1,-2.665867805480957,2,"[3, 19045]",2,57135.0,False,False,1.0,0.5
57134,False,>10x111x111x1011x110101.,"[2, 7, 7, 11, 53]",>10x110111110010111,0,-1.5522087812423706,5,"[2, 28567]",2,57134.0,True,False,1.0,0.5
57134,False,>10x111x111x1011x110101.,"[2, 7, 7, 11, 53]",>10x11x10010100110101,1,-2.6813273429870605,5,"[2, 3, 9525]",3,57150.0,False,False,2.0,0.6666666666666666
57135,False,>11x101x1101x100100101.,"[3, 5, 13, 293]",>1101111100101111,0,-1.6318625211715698,4,[57135],1,57135.0,True,False,0.0,0.0
57135,False,>11x101x1101x100100101.,"[3, 5, 13, 293]",>11x100101001100101,1,-2.605355978012085,4,"[3, 19045]",2,57135.0,True,False,1.0,0.5
57142,False,>10x110111110011011.,"[2, 28571]",>10x110111110011011,0,-1.5427173376083374,2,"[2, 28571]",2,57142.0,True,True,2.0,1.0
57142,False,>10x110111110011011.,"[2, 28571]",>10x11x10010100110001,1,-2.5154452323913574,2,"[2, 3, 9521]",3,57126.0,False,False,3.0,1.0
57143,True,>1101111100110111.,[57143],>1101111100110111,0,-1.633612036705017,1,[57143],1,57143.0,True,True,1.0,1.0
57143,True,>1101111100110111.,[57143],>11x100101001100101,1,-2.6116292476654053,1,"[3, 19045]",2,57135.0,False,False,1.0,0.5
57153,False,>11x100101001101011.,"[3, 19051]",>1101111101000001,0,-1.6575111150741577,2,[57153],1,57153.0,True,False,0.0,0.0
57153,False,>11x100101001101011.,"[3, 19051]",>11x100101001101011,1,-2.5848867893218994,2,"[3, 19051]",2,57153.0,True,True,2.0,1.0
57155,False,>101x111x10111x1000111.,"[5, 7, 23, 71]",>1101111101000011,0,-1.6433497667312622,4,[57155],1,57155.0,True,False,0.0,0.0
57155,False,>101x111x10111x1000111.,"[5, 7, 23, 71]",>11x100101001101001,1,-2.5990443229675293,4,"[3, 19049]",2,57147.0,False,False,1.0,0.5
57157,False,>111101x1110101001.,"[61, 937]",>1101111101000101,0,-1.6467745304107666,2,[57157],1,57157.0,True,False,0.0,0.0
57157,False,>111101x1110101001.,"[61, 937]",>11x100101001101111,1,-2.5909736156463623,2,"[3, 19055]",2,57165.0,False,False,1.0,0.5
57161,False,>1101x1000100101101.,"[13, 4397]",>1101111101001001,0,-1.653968095779419,2,[57161],1,57161.0,True,False,0.0,0.0
57161,False,>1101x1000100101101.,"[13, 4397]",>11x100101001101011,1,-2.5861480236053467,2,"[3, 19051]",2,57153.0,False,False,2.0,1.0
57166,False,>10x1100101x100011011.,"[2, 101, 283]",>10x110111110100111,0,-1.5559669733047485,3,"[2, 28583]",2,57166.0,True,False,1.0,0.5
57166,False,>10x1100101x100011011.,"[2, 101, 283]",>10x11x10010100110101,1,-2.5128397941589355,3,"[2, 3, 9525]",3,57150.0,False,False,2.0,0.6666666666666666
57171,False,>11x10001x10011x111011.,"[3, 17, 19, 59]",>1101111101010011,0,-1.6353291273117065,4,[57171],1,57171.0,True,False,0.0,0.0
57171,False,>11x10001x10011x111011.,"[3, 17, 19, 59]",>11x100101001110001,1,-2.580228090286255,4,"[3, 19057]",2,57171.0,True,False,1.0,0.5
57173,True,>1101111101010101.,[57173],>1101111101010101,0,-1.6337132453918457,1,[57173],1,57173.0,True,True,1.0,1.0
57173,True,>1101111101010101.,[57173],>11x100101001110111,1,-2.620356559753418,1,"[3, 19063]",2,57189.0,False,False,1.0,0.5
57175,False,>101x101x100011101111.,"[5, 5, 2287]",>1101111101010111,0,-1.632207989692688,3,[57175],1,57175.0,True,False,0.0,0.0
57175,False,>101x101x100011101111.,"[5, 5, 2287]",>11x100101001110101,1,-2.6843247413635254,3,"[3, 19061]",2,57183.0,False,False,1.0,0.5
57177,False,>11x11x1100011010001.,"[3, 3, 6353]",>1101111101011001,0,-1.6398643255233765,3,[57177],1,57177.0,True,False,0.0,0.0
57177,False,>11x11x1100011010001.,"[3, 3, 6353]",>11x100101001110011,1,-2.5872840881347656,3,"[3, 19059]",2,57177.0,True,False,1.0,0.5
57184,False,>10x10x10x10x10x11011111011.,"[2, 2, 2, 2, 2, 1787]",>10x10x10x10x10x11011111011,0,-1.3578723669052124,6,"[2, 2, 2, 2, 2, 1787]",6,57184.0,True,True,6.0,1.0
57184,False,>10x10x10x10x10x11011111011.,"[2, 2, 2, 2, 2, 1787]",>10x10x10x10x10x11x1001010001,1,-2.21067476272583,6,"[2, 2, 2, 2, 2, 3, 593]",7,56928.0,False,False,7.0,1.0
57187,False,>1101x110101x1010011.,"[13, 53, 83]",>1101111101100011,0,-1.640517234802246,3,[57187],1,57187.0,True,False,0.0,0.0
57187,False,>1101x110101x1010011.,"[13, 53, 83]",>11x100101001110101,1,-3.0559704303741455,3,"[3, 19061]",2,57183.0,False,False,1.0,0.5
57199,False,>101111x10011000001.,"[47, 1217]",>1101111101101111,0,-1.6237595081329346,2,[57199],1,57199.0,True,False,0.0,0.0
57199,False,>101111x10011000001.,"[47, 1217]",>11x100101001111101,1,-2.6102826595306396,2,"[3, 19069]",2,57207.0,False,False,2.0,1.0
57201,False,>11x10111x1100111101.,"[3, 23, 829]",>1101111101110001,0,-1.6484702825546265,3,[57201],1,57201.0,True,False,0.0,0.0
57201,False,>11x10111x1100111101.,"[3, 23, 829]",>11x100101001111011,1,-2.560143232345581,3,"[3, 19067]",2,57201.0,True,False,1.0,0.5
57202,False,>10x100101x1100000101.,"[2, 37, 773]",>10x110111110111001,0,-1.5543107986450195,3,"[2, 28601]",2,57202.0,True,False,1.0,0.5
57202,False,>10x100101x1100000101.,"[2, 37, 773]",>10x11x10010100111011,1,-3.15065336227417,3,"[2, 3, 9531]",3,57186.0,False,False,2.0,0.6666666666666666
57204,False,>10x10x11x11x111x11100011.,"[2, 2, 3, 3, 7, 227]",>10x10x11011111011101,0,-1.4994832277297974,6,"[2, 2, 14301]",3,57204.0,True,False,2.0,0.6666666666666666
57204,False,>10x10x11x11x111x11100011.,"[2, 2, 3, 3, 7, 227]",>10x10x11x1001010011111,1,-2.4254965782165527,6,"[2, 2, 3, 4767]",4,57204.0,True,False,3.0,0.75
57208,False,>10x10x10x1101111101111.,"[2, 2, 2, 7151]",>10x10x10x1101111101111,0,-1.444621205329895,4,"[2, 2, 2, 7151]",4,57208.0,True,True,4.0,1.0
57208,False,>10x10x10x1101111101111.,"[2, 2, 2, 7151]",>10x10x10x11x100101001101,1,-2.3767940998077393,4,"[2, 2, 2, 3, 2381]",5,57144.0,False,False,5.0,1.0
57212,False,>10x10x11011111011111.,"[2, 2, 14303]",>10x10x11011111011111,0,-1.5084627866744995,3,"[2, 2, 14303]",3,57212.0,True,True,3.0,1.0
57212,False,>10x10x11011111011111.,"[2, 2, 14303]",>10x10x11x1001010011101,1,-2.4307286739349365,3,"[2, 2, 3, 4765]",4,57180.0,False,False,3.0,0.75
57216,False,>10x10x10x10x10x10x10x11x10010101.,"[2, 2, 2, 2, 2, 2, 2, 3, 149]",>10x10x10x10x10x10x10x110111111,0,-1.1965163946151733,9,"[2, 2, 2, 2, 2, 2, 2, 447]",8,57216.0,True,False,7.0,0.875
57216,False,>10x10x10x10x10x10x10x11x10010101.,"[2, 2, 2, 2, 2, 2, 2, 3, 149]",>10x10x10x10x10x10x10x11x10010101,1,-2.021421194076538,9,"[2, 2, 2, 2, 2, 2, 2, 3, 149]",9,57216.0,True,True,9.0,1.0
57222,False,>10x11x11x1011x10001x10001.,"[2, 3, 3, 11, 17, 17]",>10x110111111000011,0,-1.563938021659851,6,"[2, 28611]",2,57222.0,True,False,1.0,0.5
57222,False,>10x11x11x1011x10001x10001.,"[2, 3, 3, 11, 17, 17]",>10x11x10010101000001,1,-2.4952526092529297,6,"[2, 3, 9537]",3,57222.0,True,False,2.0,0.6666666666666666
57227,False,>1011001x1010000011.,"[89, 643]",>1101111110001011,0,-1.6430432796478271,2,[57227],1,57227.0,True,False,0.0,0.0
57227,False,>1011001x1010000011.,"[89, 643]",>11x100101010000001,1,-2.590698719024658,2,"[3, 19073]",2,57219.0,False,False,2.0,1.0
57238,False,>10x110111111001011.,"[2, 28619]",>10x110111111001011,0,-1.5499155521392822,2,"[2, 28619]",2,57238.0,True,True,2.0,1.0
57238,False,>10x110111111001011.,"[2, 28619]",>10x11x10010101000001,1,-2.505211114883423,2,"[2, 3, 9537]",3,57222.0,False,False,2.0,0.6666666666666666
57240,False,>10x10x10x11x11x11x101x110101.,"[2, 2, 2, 3, 3, 3, 5, 53]",>10x10x10x1101111110011,0,-1.4520601034164429,8,"[2, 2, 2, 7155]",4,57240.0,True,False,3.0,0.75
57240,False,>10x10x10x11x11x11x101x110101.,"[2, 2, 2, 3, 3, 3, 5, 53]",>10x10x10x11x100101010001,1,-2.369551181793213,8,"[2, 2, 2, 3, 2385]",5,57240.0,True,False,4.0,0.8
57248,False,>10x10x10x10x10x11011111101.,"[2, 2, 2, 2, 2, 1789]",>10x10x10x10x10x11011111101,0,-1.3511768579483032,6,"[2, 2, 2, 2, 2, 1789]",6,57248.0,True,True,6.0,1.0
57248,False,>10x10x10x10x10x11011111101.,"[2, 2, 2, 2, 2, 1789]",>10x10x10x10x10x11x1001010111,1,-2.2272398471832275,6,"[2, 2, 2, 2, 2, 3, 599]",7,57504.0,False,False,7.0,1.0
57283,True,>1101111111000011.,[57283],>1101111111000011,0,-1.6493866443634033,1,[57283],1,57283.0,True,True,1.0,1.0
57283,True,>1101111111000011.,[57283],>11x100101010010001,1,-3.316999673843384,1,"[3, 19089]",2,57267.0,False,False,1.0,0.5
57284,False,>10x10x11011111110001.,"[2, 2, 14321]",>10x10x11011111110001,0,-1.525451898574829,3,"[2, 2, 14321]",3,57284.0,True,True,3.0,1.0
57284,False,>10x10x11011111110001.,"[2, 2, 14321]",>10x10x11x1001010100011,1,-2.6801953315734863,3,"[2, 2, 3, 4771]",4,57252.0,False,False,3.0,0.75
57289,False,>111011x1111001011.,"[59, 971]",>1101111111001001,0,-1.6574074029922485,2,[57289],1,57289.0,True,False,0.0,0.0
57289,False,>111011x1111001011.,"[59, 971]",>11x100101010011011,1,-2.6116421222686768,2,"[3, 19099]",2,57297.0,False,False,1.0,0.5
57305,False,>101x1001001x10011101.,"[5, 73, 157]",>1101111111011001,0,-1.638822317123413,3,[57305],1,57305.0,True,False,0.0,0.0
57305,False,>101x1001001x10011101.,"[5, 73, 157]",>11x100101010011011,1,-2.625638723373413,3,"[3, 19099]",2,57297.0,False,False,1.0,0.5
57310,False,>10x101x1011x1000001001.,"[2, 5, 11, 521]",>10x110111111101111,0,-1.5421512126922607,4,"[2, 28655]",2,57310.0,True,False,1.0,0.5
57310,False,>10x101x1011x1000001001.,"[2, 5, 11, 521]",>10x11x10010101001101,1,-2.5183353424072266,4,"[2, 3, 9549]",3,57294.0,False,False,2.0,0.6666666666666666
57314,False,>10x110111111110001.,"[2, 28657]",>10x110111111110001,0,-1.5678808689117432,2,"[2, 28657]",2,57314.0,True,True,2.0,1.0
57314,False,>10x110111111110001.,"[2, 28657]",>10x11x10010101010011,1,-2.4736714363098145,2,"[2, 3, 9555]",3,57330.0,False,False,2.0,0.6666666666666666
57316,False,>10x10x111x10111x1011001.,"[2, 2, 7, 23, 89]",>10x10x11011111111001,0,-1.5064998865127563,5,"[2, 2, 14329]",3,57316.0,True,False,2.0,0.6666666666666666
57316,False,>10x10x111x10111x1011001.,"[2, 2, 7, 23, 89]",>10x10x11x1001010101011,1,-2.3985915184020996,5,"[2, 2, 3, 4779]",4,57348.0,False,False,3.0,0.75
57317,False,>1101x1000100111001.,"[13, 4409]",>1101111111100101,0,-1.6429920196533203,2,[57317],1,57317.0,True,False,0.0,0.0
57317,False,>1101x1000100111001.,"[13, 4409]",>11x100101010100111,1,-2.6045479774475098,2,"[3, 19111]",2,57333.0,False,False,1.0,0.5
57321,False,>11x11x11x1011x11000001.,"[3, 3, 3, 11, 193]",>1101111111101001,0,-1.6463119983673096,5,[57321],1,57321.0,True,False,0.0,0.0
57321,False,>11x11x11x1011x11000001.,"[3, 3, 3, 11, 193]",>11x100101010100011,1,-2.5882344245910645,5,"[3, 19107]",2,57321.0,True,False,1.0,0.5
57322,False,>10x110111111110101.,"[2, 28661]",>10x110111111110101,0,-1.5534976720809937,2,"[2, 28661]",2,57322.0,True,True,2.0,1.0
57322,False,>10x110111111110101.,"[2, 28661]",>10x11x10010101010111,1,-2.5531091690063477,2,"[2, 3, 9559]",3,57354.0,False,False,2.0,0.6666666666666666
57336,False,>10x10x10x11x100101010101.,"[2, 2, 2, 3, 2389]",>10x10x10x1101111111111,0,-1.400854229927063,5,"[2, 2, 2, 7167]",4,57336.0,True,False,3.0,0.75
57336,False,>10x10x10x11x100101010101.,"[2, 2, 2, 3, 2389]",>10x10x10x11x100101010101,1,-2.324063539505005,5,"[2, 2, 2, 3, 2389]",5,57336.0,True,True,5.0,1.0
57344,False,>10x10x10x10x10x10x10x10x10x10x10x10x10x111.,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7]",>10x10x10x10x10x10x10x10x10x10x10x10x10x111,0,-1.6059446334838867,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7]",14,57344.0,True,True,14.0,1.0
57344,False,>10x10x10x10x10x10x10x10x10x10x10x10x10x111.,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7]",>10x10x10x10x10x10x10x10x10x10x10x10x10x11,1,-2.112426280975342,14,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]",14,24576.0,False,False,14.0,1.0
57349,True,>1110000000000101.,[57349],>1110000000000101,0,-1.583839774131775,1,[57349],1,57349.0,True,True,1.0,1.0
57349,True,>1110000000000101.,[57349],>11x11x11x11x11x11x11x11111,1,-10.06572151184082,1,"[3, 3, 3, 3, 3, 3, 3, 31]",8,67797.0,False,False,8.0,1.0
57350,False,>10x101x101x11111x100101.,"[2, 5, 5, 31, 37]",>10x111000000000011,0,-1.5647413730621338,5,"[2, 28675]",2,57350.0,True,False,1.0,0.5
57350,False,>10x101x101x11111x100101.,"[2, 5, 5, 31, 37]",>10x11x10010101010101,1,-2.936532974243164,5,"[2, 3, 9557]",3,57342.0,False,False,2.0,0.6666666666666666
57354,False,>10x11x1011x1011x1001111.,"[2, 3, 11, 11, 79]",>10x111000000000101,0,-1.5756678581237793,5,"[2, 28677]",2,57354.0,True,False,1.0,0.5
57354,False,>10x11x1011x1011x1001111.,"[2, 3, 11, 11, 79]",>10x11x10010101010111,1,-2.708510398864746,5,"[2, 3, 9559]",3,57354.0,True,False,2.0,0.6666666666666666
57357,False,>11x11x1100011100101.,"[3, 3, 6373]",>1110000000001101,0,-1.5968017578125,3,[57357],1,57357.0,True,False,0.0,0.0
57357,False,>11x11x1100011100101.,"[3, 3, 6373]",>11x100101010101111,1,-2.8725550174713135,3,"[3, 19119]",2,57357.0,True,False,1.0,0.5
57360,False,>10x10x10x10x11x101x11101111.,"[2, 2, 2, 2, 3, 5, 239]",>10x10x10x10x111000000001,0,-1.3255748748779297,7,"[2, 2, 2, 2, 3585]",5,57360.0,True,False,4.0,0.8
57360,False,>10x10x10x10x11x101x11101111.,"[2, 2, 2, 2, 3, 5, 239]",>10x10x10x10x11x10010101011,1,-2.531292200088501,7,"[2, 2, 2, 2, 3, 1195]",6,57360.0,True,False,5.0,0.8333333333333334
57366,False,>10x11x11x110001110011.,"[2, 3, 3, 3187]",>10x111000000001011,0,-1.5625261068344116,4,"[2, 28683]",2,57366.0,True,False,1.0,0.5
57366,False,>10x11x11x110001110011.,"[2, 3, 3, 3187]",>10x11x10010101011001,1,-2.7221474647521973,4,"[2, 3, 9561]",3,57366.0,True,False,2.0,0.6666666666666666
57369,False,>11x1101x10110111111.,"[3, 13, 1471]",>1110000000011001,0,-1.596207857131958,3,[57369],1,57369.0,True,False,0.0,0.0
57369,False,>11x1101x10110111111.,"[3, 13, 1471]",>11x100101010110011,1,-2.922917604446411,3,"[3, 19123]",2,57369.0,True,False,1.0,0.5
57370,False,>10x101x1011001101001.,"[2, 5, 5737]",>10x111000000001101,0,-1.566474437713623,3,"[2, 28685]",2,57370.0,True,False,1.0,0.5
57370,False,>10x101x1011001101001.,"[2, 5, 5737]",>10x11x10010101011011,1,-3.288367986679077,3,"[2, 3, 9563]",3,57378.0,False,False,2.0,0.6666666666666666
57373,True,>1110000000011101.,[57373],>1110000000011101,0,-1.5810164213180542,1,[57373],1,57373.0,True,True,1.0,1.0
57373,True,>1110000000011101.,[57373],>11x100101010110111,1,-2.902555227279663,1,"[3, 19127]",2,57381.0,False,False,1.0,0.5
57381,False,>11x11111x1001101001.,"[3, 31, 617]",>1110000000100101,0,-1.5851500034332275,3,[57381],1,57381.0,True,False,0.0,0.0
57381,False,>11x11111x1001101001.,"[3, 31, 617]",>11x11x11x11x11x11x11x11111,1,-10.148517608642578,3,"[3, 3, 3, 3, 3, 3, 3, 31]",8,67797.0,False,False,8.0,1.0
57390,False,>10x11x101x11101111001.,"[2, 3, 5, 1913]",>10x111000000010111,0,-1.5427474975585938,4,"[2, 28695]",2,57390.0,True,False,1.0,0.5
57390,False,>10x11x101x11101111001.,"[2, 3, 5, 1913]",>10x11x10010101011101,1,-2.714111804962158,4,"[2, 3, 9565]",3,57390.0,True,False,2.0,0.6666666666666666
57396,False,>10x10x11x1001010101111.,"[2, 2, 3, 4783]",>10x10x11100000001101,0,-1.4810755252838135,4,"[2, 2, 14349]",3,57396.0,True,False,2.0,0.6666666666666666
57396,False,>10x10x11x1001010101111.,"[2, 2, 3, 4783]",>10x10x11x1001010101111,1,-2.6312382221221924,4,"[2, 2, 3, 4783]",4,57396.0,True,True,4.0,1.0
57402,False,>10x11x11x11x10000100111.,"[2, 3, 3, 3, 1063]",>10x111000000011101,0,-1.5445679426193237,5,"[2, 28701]",2,57402.0,True,False,1.0,0.5
57402,False,>10x11x11x11x10000100111.,"[2, 3, 3, 3, 1063]",>10x11x10010101011111,1,-2.68465518951416,5,"[2, 3, 9567]",3,57402.0,True,False,2.0,0.6666666666666666
57403,False,>10001001x110100011.,"[137, 419]",>1110000000111011,0,-1.5685795545578003,2,[57403],1,57403.0,True,False,0.0,0.0
57403,False,>10001001x110100011.,"[137, 419]",>11x100101010111001,1,-3.340299367904663,2,"[3, 19129]",2,57387.0,False,False,1.0,0.5
57406,False,>10x111000000011111.,"[2, 28703]",>10x111000000011111,0,-1.5336072444915771,2,"[2, 28703]",2,57406.0,True,True,2.0,1.0
57406,False,>10x111000000011111.,"[2, 28703]",>10x11x10010101011101,1,-2.693542957305908,2,"[2, 3, 9565]",3,57390.0,False,False,2.0,0.6666666666666666
57408,False,>10x10x10x10x10x10x11x1101x10111.,"[2, 2, 2, 2, 2, 2, 3, 13, 23]",>10x10x10x10x10x10x1110000001,0,-1.1322437524795532,9,"[2, 2, 2, 2, 2, 2, 897]",7,57408.0,True,False,6.0,0.8571428571428571
57408,False,>10x10x10x10x10x10x11x1101x10111.,"[2, 2, 2, 2, 2, 2, 3, 13, 23]",>10x10x10x10x10x10x11x100101011,1,-2.2768301963806152,9,"[2, 2, 2, 2, 2, 2, 3, 299]",8,57408.0,True,False,7.0,0.875
57419,False,>1000011x1101011001.,"[67, 857]",>1110000001001011,0,-1.5745360851287842,2,[57419],1,57419.0,True,False,0.0,0.0
